"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad Set Name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (MXN)",Ends,"Estimated ad recall lift rate","Link clicks","Unique link clicks","CTR (all)","Unique CTR (link click-through rate)",Frequency
2022-04-22,2022-04-22,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-22,2022-04-22,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-21,2022-04-21,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-20,2022-04-20,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-19,2022-04-19,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-18,2022-04-18,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-17,2022-04-17,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-16,2022-04-16,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-15,2022-04-15,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-14,2022-04-14,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-13,2022-04-13,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-12,2022-04-12,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-11,2022-04-11,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-10,2022-04-10,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-09,2022-04-09,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Nadine_Negro,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Noelle_Vino,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Julie_Serpent_Red,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Julie_Serpent_Nude,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Julie_Dark,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Julie_Rose_Gold,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
2022-04-08,2022-04-08,Julie_Cafe,active,"Ejecutiva(C, C+)",0,ABSOLUTE_OCPM,100,Daily,0,"7-day click or 1-day view",,,0,0,,-,-,-,0,2022-05-09,0,,,0,0,0
